tweet,confidence,agreement,score_tag,subjectivity,irony,joy,anger,fear,sadness,surprise,class
@liveyoucaique awsome,100,AGREEMENT,NONE,OBJECTIVE,NONIRONIC,0.214696705341,0.125297427177,0.186146497726,0.141542494297,0.332316875458,-1
@GarrettArt Whatever advice you give be brief. - Horace,100,AGREEMENT,NONE,OBJECTIVE,NONIRONIC,0.12522688508,0.302249521017,0.325547724962,0.167758852243,0.0792170614004,-1
What must i do to make you understand...??,100,AGREEMENT,P,OBJECTIVE,NONIRONIC,0.0233772899956,0.564809083939,0.230555593967,0.145272105932,0.0359859988093,-1
@M_Gutowsky Mir geht's gut! :) Und bei dir auch alles okay?,None,None,None,None,None,0.237316653132,0.0185829512775,0.462225556374,0.0431380420923,0.238736778498,-1
@kotetu5000 @brave03 リツイート解除じゃなくて連携解除しなさいよwwwww,None,None,None,None,None,0.203533321619,0.0799086689949,0.142781332135,0.111852057278,0.461924642324,-1
@LaunchBubble nice...,None,None,None,None,None,0.188211023808,0.116073101759,0.177267387509,0.15599489212,0.3624535501,-1
A life without love is like a year without summer. - Swedish Proverb,92,AGREEMENT,N,SUBJECTIVE,NONIRONIC,0.354043781757,0.0676851794124,0.0387188158929,0.491791903973,0.0477603040636,-1
one.,100,AGREEMENT,NONE,OBJECTIVE,NONIRONIC,0.201974481344,0.212322443724,0.233144804835,0.166323021054,0.186235278845,-1
The time is always right to do what is right. - Martin Luther King Jr.,100,AGREEMENT,P,OBJECTIVE,NONIRONIC,0.184933647513,0.258024185896,0.129090636969,0.141217797995,0.286733746529,-1
@2200GRAMS Where your talents and the needs of the world cross lies your calling. - Aristotle,100,AGREEMENT,N,OBJECTIVE,NONIRONIC,0.0505527481437,0.433420419693,0.116184920073,0.372015863657,0.0278260502964,-1
No logic whatsoever but the music was good good editors. @emafabolous: @ImrKil It SUCKS!,86,DISAGREEMENT,N,SUBJECTIVE,NONIRONIC,0.195866942406,0.108629152179,0.0379562601447,0.274774849415,0.382772803307,-1
Improvement begins with I. - Arnold . Glasgow,100,AGREEMENT,P,OBJECTIVE,NONIRONIC,0.501457154751,0.0271448548883,0.337541520596,0.0544016882777,0.0794547796249,-1
@CHOCOICE_JINRYU Please follow me,100,AGREEMENT,NONE,OBJECTIVE,NONIRONIC,0.162730634212,0.180590718985,0.238577306271,0.331979572773,0.0861217752099,-1
Everybody watching drumline???,100,AGREEMENT,NONE,OBJECTIVE,NONIRONIC,0.0724135935307,0.213637560606,0.234129235148,0.308463722467,0.171355873346,-1
@dmarc_24 Cool page,100,AGREEMENT,NONE,OBJECTIVE,NONIRONIC,0.128305733204,0.397452026606,0.108505815268,0.168555393815,0.197181016207,-1
When everything seems to be going against you remember that the airplane takes off against the wind not with it. - Henry Ford,100,AGREEMENT,N,SUBJECTIVE,NONIRONIC,0.0369979664683,0.518029749393,0.151654422283,0.276014447212,0.0173034220934,-1
@UnlovedTrash T-Trubbish..? Tom floated right above where he hid with a curious look.,100,AGREEMENT,P,OBJECTIVE,NONIRONIC,0.0685226172209,0.0967308878899,0.348746567965,0.249233752489,0.236766159534,-1
when you're lonely all you gotta do is call me. you know you're my one and only. come next to me lemme take you on a journey ?,100,AGREEMENT,N,SUBJECTIVE,NONIRONIC,0.050125002861,0.187964975834,0.199660181999,0.464141637087,0.098108202219,-1
RT @JenSelter: Can't sleep,100,AGREEMENT,NONE,OBJECTIVE,NONIRONIC,0.205127090216,0.277492374182,0.253276050091,0.189575940371,0.0745285227895,-1
I won't reply to you if you send one word texts so don't get mad at me for not replying when you're the one who's one wording me.,92,AGREEMENT,P,SUBJECTIVE,NONIRONIC,0.00352673744783,0.862070918083,0.0373187623918,0.0944303721189,0.00265329750255,-1
The more reasons you have for achieving your goal the more determined you will become. - Brian Tracy,98,AGREEMENT,P+,OBJECTIVE,NONIRONIC,0.214152485132,0.116858586669,0.188611954451,0.391167998314,0.089208997786,-1
@gangrenadiario WOW,None,None,None,None,None,0.155701115727,0.1260599792,0.163434833288,0.149269431829,0.405534625053,-1
If you have choices choose the best. If you have no choice do the best.,86,DISAGREEMENT,NEU,SUBJECTIVE,NONIRONIC,0.207239747047,0.180010065436,0.185888618231,0.263329207897,0.163532376289,-1
@metalinsider you're awesome,None,None,None,None,None,0.306419342756,0.0453113541007,0.0494655296206,0.0493443831801,0.549459338188,-1
@Herostrain The superior man is modest in his speech but exceeds in his actions. - Confucius,100,AGREEMENT,P,SUBJECTIVE,NONIRONIC,0.0774642750621,0.148947685957,0.384554356337,0.333589017391,0.0554446391761,-1
if you loved me you would be here with me...,100,AGREEMENT,P+,SUBJECTIVE,NONIRONIC,0.0572955682874,0.216114372015,0.120874166489,0.568171143532,0.0375447571278,-1
@staticinverona It's simple ... go the extra mile and you will stand out from the crowd. - Robin Crow,100,AGREEMENT,P,SUBJECTIVE,NONIRONIC,0.108218163252,0.442968338728,0.164727374911,0.272545963526,0.0115401409566,-1
@Rahmawati765 wow,None,None,None,None,None,0.155701115727,0.1260599792,0.163434833288,0.149269431829,0.405534625053,-1
That's the pussy step dad shit I be talking about.... If it wasn't for my mom we would've been threw the hands,100,AGREEMENT,N+,SUBJECTIVE,NONIRONIC,0.00930671393871,0.552866339684,0.0801373422146,0.312348872423,0.04534073174,-1
That's my issue.,100,AGREEMENT,NONE,OBJECTIVE,NONIRONIC,0.116433829069,0.379000782967,0.257469594479,0.191129073501,0.0559667237103,-1
“@Dammm_sunny: @kiddklassik lol well u gon be whatever I call u lol I got another name but imma Dave that for later lol”,100,AGREEMENT,P,SUBJECTIVE,NONIRONIC,0.117283910513,0.0285877920687,0.0772364735603,0.435594439507,0.341297358274,-1
LOL habang gumagawa ng project? Nico yan ihh. Haha,None,None,None,None,None,0.236138850451,0.119445353746,0.180065587163,0.176751613617,0.287598580122,-1
@Ari_Communism It is a rough road that leads to the heights of greatness. - Seneca,94,DISAGREEMENT,P,OBJECTIVE,NONIRONIC,0.129899978638,0.225888907909,0.15090662241,0.396083831787,0.0972206965089,-1
?????,None,None,None,None,None,0.168163284659,0.196987241507,0.266351550817,0.158451884985,0.210045993328,-1
Shower w music is ??????,100,AGREEMENT,NONE,OBJECTIVE,NONIRONIC,0.0835630148649,0.115426123142,0.0817036777735,0.0614030733705,0.657904148102,-1
@keri843 cool page.,100,AGREEMENT,NONE,OBJECTIVE,NONIRONIC,0.196268230677,0.247316926718,0.144203096628,0.179654464126,0.232557266951,-1
You know ashton's hair in that keek when he's wearing the pony and in catering again bc i want that fUCKING HAIR AGAIN,100,AGREEMENT,N+,SUBJECTIVE,NONIRONIC,0.0629097670317,0.56080365181,0.0666537284851,0.208663418889,0.100969418883,-1
I met with my wonderful daughter yesterday. She is expecting twins in June and I felt her babes kicking. What a great experience. #proudpapa,94,DISAGREEMENT,P,SUBJECTIVE,NONIRONIC,0.319846689701,0.00444925483316,0.0431201830506,0.0235508792102,0.609032988548,-1
Top 3 music videos of the year so far:,100,AGREEMENT,NONE,OBJECTIVE,NONIRONIC,0.322712570429,0.0587109848857,0.0641622543335,0.419086247683,0.13532795012,-1
@fucksahara Do not wait for leaders; do it alone person to person. - Mother Teresa,92,AGREEMENT,N,OBJECTIVE,NONIRONIC,0.0513858795166,0.173441529274,0.0896423906088,0.615917265415,0.0696129575372,-1
@godsangell We will either find a way or make one. - Hannibal,100,AGREEMENT,NONE,OBJECTIVE,NONIRONIC,0.113800518215,0.192315325141,0.566103219986,0.113483607769,0.014297330752,-1
Never let other ppl tell you what to think or believe gotta find things out for yourself ya kno.,100,AGREEMENT,NONE,SUBJECTIVE,NONIRONIC,0.022987857461,0.211490094662,0.162505567074,0.337634325027,0.265382140875,-1
RT @ConanOBrien: Let’s just agree any group of 3 or more handsome British men should be referred to as a “cumberbatch.”,98,AGREEMENT,P+,SUBJECTIVE,NONIRONIC,0.0793816447258,0.287330925465,0.150582179427,0.38423281908,0.0984724462032,-1
@Diana050399 nice!,None,None,None,None,None,0.283885985613,0.0876158326864,0.111557662487,0.0728015229106,0.444139003754,-1
@Enide_Ghost What's wrong with that...? You.. Look really cute..,92,DISAGREEMENT,P,SUBJECTIVE,NONIRONIC,0.0433514602482,0.0883365646005,0.176840901375,0.36385551095,0.327615559101,-1
Improve your spare moments and they will become the brightest gems in your life. - Ralph Waldo Emerson,100,AGREEMENT,P,OBJECTIVE,NONIRONIC,0.495805025101,0.0974220335484,0.0731960535049,0.306067407131,0.0275094471872,-1
@chrizzyjordvn If opportunity doesn't knock build a door. - Milton Berle,92,AGREEMENT,P,OBJECTIVE,NONIRONIC,0.0584076456726,0.258938938379,0.345556199551,0.216512352228,0.120584815741,-1
@BigGhostLtd ahh,None,None,None,None,None,0.202590242028,0.134855538607,0.280962437391,0.13655076921,0.245041027665,-1
@PatDhat you're awesome,None,None,None,None,None,0.306419342756,0.0453113541007,0.0494655296206,0.0493443831801,0.549459338188,-1
@_FlyBoiErrey Please follow me,100,AGREEMENT,NONE,OBJECTIVE,NONIRONIC,0.130288437009,0.244085878134,0.198330581188,0.377994447947,0.0493006110191,-1
@OnlyMe_Brianna !,None,None,None,None,None,0.269042313099,0.105149760842,0.0897045433521,0.0933340340853,0.442769378424,-1
why am I awake and why am I in my feelings,100,AGREEMENT,NONE,OBJECTIVE,NONIRONIC,0.0392859950662,0.409844994545,0.117401242256,0.375509917736,0.0579578205943,-1
If we do not plant knowledge when young it will give us no shade when we are old. - Lord Chesterfield,92,AGREEMENT,P,OBJECTIVE,NONIRONIC,0.0584475286305,0.337319761515,0.180342376232,0.391142189503,0.0327481925488,-1
RT @NylonMag: How @itsmeleighton is putting @gossipgirl behind her: http://t.co/agh8YPSG9r http://t.co/5NXd14sX41,100,AGREEMENT,NONE,OBJECTIVE,NONIRONIC,0.031362593174,0.146108716726,0.293117761612,0.520804166794,0.00860680639744,-1
@Cimot_Kepo The question isn't who is going to let me; it's who is going to stop me. - Ayn Rand,100,AGREEMENT,NONE,OBJECTIVE,NONIRONIC,0.0664213001728,0.291083395481,0.184395954013,0.226143807173,0.231955528259,-1
what i would give to be in portugal right now,100,AGREEMENT,P,OBJECTIVE,NONIRONIC,0.0651181340218,0.253812879324,0.202480703592,0.390917629004,0.0876705944538,-1
@heyshaf NICE,None,None,None,None,None,0.209688872099,0.118606090546,0.166845262051,0.125530198216,0.37932959199,-1
Just got the email back regarding job #2...,100,AGREEMENT,NONE,OBJECTIVE,NONIRONIC,0.186185061932,0.108037218451,0.57440507412,0.109083503485,0.0222891010344,-1
Good ting Rap Genius doh cover soca music cuz dey woulda have a hard time decipherin this song #BMT,100,AGREEMENT,P,SUBJECTIVE,NONIRONIC,0.170542493463,0.130264759064,0.0531115159392,0.375861376524,0.270219832659,-1
Believe deep down in your heart that you're destined to do great things. - Joe Paterno,100,AGREEMENT,P+,SUBJECTIVE,NONIRONIC,0.265189796686,0.118360042572,0.103870749474,0.335285514593,0.177293866873,-1
@NeikoDeBarge awsome,None,None,None,None,None,0.214696705341,0.125297427177,0.186146497726,0.141542494297,0.332316875458,-1
@WichoBeatz you're awesome,100,AGREEMENT,P+,SUBJECTIVE,NONIRONIC,0.306419342756,0.0453113541007,0.0494655296206,0.0493443831801,0.549459338188,-1
FALAR,None,None,None,None,None,0.212485700846,0.186567470431,0.222377568483,0.159221872687,0.219347387552,-1
@Under_5ft You must take action now that will move you towards your goals. Develop a sense of urgency in your life. - Les Brown,100,AGREEMENT,P+,OBJECTIVE,NONIRONIC,0.346732258797,0.128044694662,0.173757344484,0.300427079201,0.051038607955,-1
@Pyfbrown Faith is taking the first step even when you don't see the whole staircase. - Martin Luther King Jr.,100,AGREEMENT,P,OBJECTIVE,NONIRONIC,0.205368429422,0.0824940502644,0.25125348568,0.209073066711,0.251811027527,-1
@iamkmh_sc BI EKTIP PLS~,None,None,None,None,None,0.243679225445,0.164605468512,0.225249141455,0.269020974636,0.0974451601505,-1
My best song for feb was definitely Nosa's always on my mind,100,AGREEMENT,P,SUBJECTIVE,NONIRONIC,0.258821934462,0.187939763069,0.129182130098,0.280586957932,0.143469199538,-1
@54j33dh4 Believe and act as if it were impossible to fail. - Charles F. Kettering,100,AGREEMENT,N,SUBJECTIVE,NONIRONIC,0.0303857028484,0.383683145046,0.209116056561,0.359455168247,0.0173599198461,-1
@5secs0fparam0re hi,None,None,None,None,None,0.192945882678,0.142406731844,0.217160075903,0.164956435561,0.282530903816,-1
@amirxkhld_ NICE,None,None,None,None,None,0.1941960603,0.115747064352,0.133029088378,0.110646821558,0.44638094306,-1
Nothing is more expensive than a missed opportunity. - . Jackson Brown,90,AGREEMENT,P+,SUBJECTIVE,NONIRONIC,0.0932739526033,0.110757961869,0.0905730873346,0.569432735443,0.135962232947,-1
@soal_KPOP He who is not courageous enough to take risks will accomplish nothing in life. - Muhammad Ali,97,AGREEMENT,N,SUBJECTIVE,NONIRONIC,0.0905235931277,0.133273631334,0.0884956642985,0.586446046829,0.101261094213,-1
@MOHANEDAHMED_ f4f please!,None,None,None,None,None,0.163455694914,0.341229617596,0.313982397318,0.123362228274,0.0579700693488,-1
@LA_Promoter Ambition has one heel nailed in well though she stretch her fingers to touch the heavens. - Lao Tzu,100,AGREEMENT,P,SUBJECTIVE,NONIRONIC,0.247827589512,0.181408196688,0.257547050714,0.273555785418,0.039661385119,-1
RT @AlAnba_News_KW: بالصور.. تعرف على أفخم الوحدات السكنية في الإمارات  http://t.co/313yVVF0qK,None,None,None,None,None,0.0226580947638,0.088828869164,0.481914460659,0.401942849159,0.00465571228415,-1
@wesnakedd I began learning long ago that those who are happiest are those who do the most for others. - Booker T. Washington,100,AGREEMENT,P,SUBJECTIVE,NONIRONIC,0.266823470592,0.156617477536,0.165856942534,0.249046832323,0.161655247211,-1
When your going through a rough time and you are pushed down to your knees you are in the perfect position to pray...,94,DISAGREEMENT,P,OBJECTIVE,NONIRONIC,0.0369442328811,0.132205680013,0.51077580452,0.30346262455,0.0166116431355,-1
I'm on one of those moods where I really want to listen to music but I can't find the right song. Hhhh.,92,AGREEMENT,N,OBJECTIVE,NONIRONIC,0.0243471190333,0.608303487301,0.109438933432,0.238512217999,0.0193982422352,-1
@victoriaxdelrio The less you open your heart to others the more your heart suffers. - Deepak Chopra,100,AGREEMENT,N,OBJECTIVE,NONIRONIC,0.135424047709,0.0865152031183,0.382836580276,0.382368445396,0.0128557449207,-1
RT @marktonythought: This Guy Decided To Cheat On His Girlfriend. What She Did About It Is EPIC,94,DISAGREEMENT,P,OBJECTIVE,NONIRONIC,0.0535986237228,0.0616061389446,0.0476046279073,0.169725000858,0.667465686798,-1
@Danny_Peru Happiness is found in doing not merely possessing. - Napoleon Hill,100,AGREEMENT,NONE,OBJECTIVE,NONIRONIC,0.433559119701,0.0264724772424,0.050339370966,0.150500893593,0.339128196239,-1
Man Cakes The Fuk Up,100,AGREEMENT,NONE,OBJECTIVE,NONIRONIC,0.317078828812,0.175646901131,0.0606368742883,0.201841533184,0.24479585886,-1
@Brad88ford Instinct is untaught ability. - Alexander Bain,100,AGREEMENT,P,OBJECTIVE,NONIRONIC,0.151817202568,0.188528209925,0.177075535059,0.205047249794,0.277531802654,-1
I aim to high thus I get denied,100,AGREEMENT,N,OBJECTIVE,NONIRONIC,0.0795665308833,0.198737487197,0.303409904242,0.398848414421,0.0194376874715,-1
This Old Ass Song.,100,AGREEMENT,N+,SUBJECTIVE,NONIRONIC,0.023173622787,0.679072439671,0.0355470478535,0.179843127728,0.0823637396097,-1
Where the hell is all the fun at and why am I not there,97,AGREEMENT,P,SUBJECTIVE,NONIRONIC,0.0432643704116,0.395887136459,0.107683643699,0.386998742819,0.0661661028862,-1
@MlNlON Even a mistake may turn out to be the one thing necessary to a worthwhile achievement. - Henry Ford,100,AGREEMENT,P+,OBJECTIVE,NONIRONIC,0.126486301422,0.271336048841,0.111573770642,0.379458844662,0.11114499718,-1
RT @rioferdy5: BIG morning session done in the gym.. Now aboard flight to #Dublin to see you all later at @easons for my #2Sides book signi…,100,AGREEMENT,N,SUBJECTIVE,NONIRONIC,0.447661161423,0.030821884051,0.149277880788,0.114283069968,0.257956027985,-1
@weeshawnaMarie Strength lies in differences not in similarities. - Stephen Covey,100,AGREEMENT,N,OBJECTIVE,NONIRONIC,0.047882642597,0.210075512528,0.269702315331,0.380867004395,0.0914725139737,-1
RT @Penampilanku: Jika anda mengingikan sesuatu yang belum anda miliki maka anda akan harus melakukan sesuatu yg belum pernah anda lakukan,None,None,None,None,None,0.28998208046,0.11606208235,0.143582612276,0.252493202686,0.197880089283,-1
Winter always turns into spring. - Nichiren,100,AGREEMENT,NONE,OBJECTIVE,NONIRONIC,0.253770202398,0.238728404045,0.217395156622,0.240412920713,0.0496933422983,-1
i really like that studio song a lot.,100,AGREEMENT,NONE,OBJECTIVE,NONIRONIC,0.159983173013,0.249116718769,0.15123334527,0.275957643986,0.16370908916,-1
@dalyjailene cool,None,None,None,None,None,0.182300537825,0.17008151114,0.195346653461,0.154217481613,0.298053741455,-1
Doing your best is more important than being your best. - Shannon Miller,100,AGREEMENT,P+,OBJECTIVE,NONIRONIC,0.136334955692,0.0126016624272,0.0219762958586,0.0551521740854,0.773934841156,-1
Listening to music til I k.o,None,None,None,None,None,0.208584904671,0.089302405715,0.183104932308,0.0842660814524,0.434741675854,-1
Like if reading off power points is all they're going to do then I'm 100% qualified to be a teacher,100,AGREEMENT,P,OBJECTIVE,NONIRONIC,0.0762826502323,0.504155635834,0.128891855478,0.165258511901,0.125411376357,-1
@believfever wow,None,None,None,None,None,0.155701115727,0.1260599792,0.163434833288,0.149269431829,0.405534625053,-1
@Tyalll hi,100,AGREEMENT,NONE,OBJECTIVE,NONIRONIC,0.192945882678,0.142406731844,0.217160075903,0.164956435561,0.282530903816,-1
@JustinC27 wow,None,None,None,None,None,0.155701115727,0.1260599792,0.163434833288,0.149269431829,0.405534625053,-1
FIND OUT ABOUT THE #SEXY #MONESHAJONES AKA @MO_BUDDA HERE==&gt; http://t.co/3BdoLSq80u #RAPPER #MODEL #BIGGBOYMANAGEMENT,100,AGREEMENT,P,SUBJECTIVE,NONIRONIC,0.0893719568849,0.121079534292,0.302308768034,0.471134781837,0.0161049030721,-1
#killzoneshadowfall is a gorgeous game worth 39.99 lol #ps4,100,AGREEMENT,P+,SUBJECTIVE,NONIRONIC,0.755467176437,0.0290903374553,0.0697540491819,0.0916314199567,0.0540570430458,-1
@HellaDankRec You must not only aim right but draw the bow with all your might. - Henry David Thoreau,100,AGREEMENT,NONE,OBJECTIVE,NONIRONIC,0.095373749733,0.10300219059,0.114527225494,0.309575200081,0.377521634102,-1
@YongeGrove Anyone who angers you conquers you. - Elizabeth Kenny,100,AGREEMENT,N,OBJECTIVE,NONIRONIC,0.048572063446,0.292454242706,0.0446326360106,0.458010494709,0.15633058548,-1
@STAR_SO_SILLY People rarely succeed unless they have fun in what they are doing. - Dale Carnegie,97,AGREEMENT,P,OBJECTIVE,NONIRONIC,0.0474771521986,0.505930960178,0.0498585030437,0.296718716621,0.100014649332,-1
Never has it felt so good to lie down,92,AGREEMENT,P,SUBJECTIVE,NONIRONIC,0.278825819492,0.0699903294444,0.0953899174929,0.347083806992,0.208710163832,-1
@nicholasjtait Give your dreams all you've got and you'll be amazed at the energy that comes out of you. - William James,100,AGREEMENT,P,SUBJECTIVE,NONIRONIC,0.334315538406,0.0417769514024,0.0584193840623,0.153782144189,0.411705970764,-1
Remember happiness doesn't depend upon who you are or what you have; it depends solely on what you think. - Dale Carnegie,100,AGREEMENT,P+,SUBJECTIVE,NONIRONIC,0.155171722174,0.179310575128,0.366763561964,0.239990383387,0.0587637871504,-1
West coast team tournament here we goooooooooooooo,100,AGREEMENT,NONE,OBJECTIVE,NONIRONIC,0.326516032219,0.0276779159904,0.553350448608,0.0777481198311,0.0147075336426,-1
*Dad walks out and looks at my Jeep*,100,AGREEMENT,NONE,OBJECTIVE,NONIRONIC,0.279545664787,0.172248393297,0.110972121358,0.359989821911,0.0772439837456,-1
@grussell903 amazing,None,None,None,None,None,0.265800118446,0.0993622839451,0.151501446962,0.111015595496,0.372320532799,-1
@ravithambip cool,None,None,None,None,None,0.182300537825,0.17008151114,0.195346653461,0.154217481613,0.298053741455,-1
@Willgmusic very cool,100,AGREEMENT,P,SUBJECTIVE,NONIRONIC,0.209311634302,0.171301528811,0.1525952667,0.1440064013,0.322785198689,-1
Jay must have been in love more with the girl he sang about on Song Cry than he is with B now.,100,AGREEMENT,P,SUBJECTIVE,NONIRONIC,0.0892405807972,0.0667281672359,0.0374477729201,0.631449699402,0.17513383925,-1
@Homebwoi Remember that not getting what you want is sometimes a wonderful stroke of luck. - Dalai Lama,89,AGREEMENT,N+,SUBJECTIVE,NONIRONIC,0.29488658905,0.109226584435,0.357977390289,0.160110235214,0.0777992606163,-1
@http_indie Cleverness is not wisdom. - Euripides,92,AGREEMENT,N,OBJECTIVE,NONIRONIC,0.0461888723075,0.222796082497,0.446705281734,0.18020324409,0.104106575251,-1
I put my heart and my soul into my work and have lost my mind in the process. - Vincent Van Gogh,100,AGREEMENT,N,OBJECTIVE,NONIRONIC,0.124882213771,0.0914224684238,0.536809802055,0.23990637064,0.00697909295559,-1
A person can succeed at anything for which there is enthusiasm. - Charles M. Schwab,100,AGREEMENT,P,OBJECTIVE,NONIRONIC,0.293651342392,0.207053035498,0.153687417507,0.245209351182,0.100398905575,-1
We have a right to do what we want.,100,AGREEMENT,NONE,OBJECTIVE,NONIRONIC,0.0926056280732,0.278409034014,0.415747970343,0.140249758959,0.072987601161,-1
Do not bring me your successes; they weaken me. Bring me your problems; they strengthen me. - Anonymous,92,AGREEMENT,N,OBJECTIVE,NONIRONIC,0.0655835047364,0.396459132433,0.154886931181,0.349016934633,0.0340534895658,-1
I love those hugs where you just don't want to let go.,100,AGREEMENT,P+,SUBJECTIVE,NONIRONIC,0.082949668169,0.379084318876,0.16008245945,0.353517830372,0.0243657194078,-1
@JairWoo very cool,100,AGREEMENT,P,SUBJECTIVE,NONIRONIC,0.209311634302,0.171301528811,0.1525952667,0.1440064013,0.322785198689,-1
You could see a homeless lightskin and she'll still be classy.,94,DISAGREEMENT,NEU,SUBJECTIVE,NONIRONIC,0.101855605841,0.133241042495,0.0863377153873,0.627726554871,0.0508390702307,-1
I am the greatest I said that even before I knew I was. - Muhammad Ali,100,AGREEMENT,P+,OBJECTIVE,NONIRONIC,0.10759665072,0.0445508509874,0.0772888660431,0.526207447052,0.244356185198,-1
@aggregate_music Wishing to be friends is quick work but friendship is a slow ripening fruit. - Aristotle,100,AGREEMENT,P,SUBJECTIVE,NONIRONIC,0.0957019478083,0.246844366193,0.0714848637581,0.480575412512,0.105393461883,-1
@REVERBPROM0 You can't turn back the clock. But you can wind it up again. - Bonnie Prudden,100,AGREEMENT,NONE,OBJECTIVE,NONIRONIC,0.0891074091196,0.473436594009,0.160377711058,0.242135226727,0.0349430851638,-1
Tyler Joseph is the best song writer I've ever heard I love him so much,100,AGREEMENT,P+,SUBJECTIVE,NONIRONIC,0.415988594294,0.0216223113239,0.0287428759038,0.0790427625179,0.454603463411,-1
@_J_Fry Check out my Jack Move Music Video  love me later coming soon !!!!  http://t.co/sh9Xt3YFtR,90,AGREEMENT,P+,SUBJECTIVE,IRONIC,0.196703329682,0.0863838940859,0.428806036711,0.272707819939,0.0153988283128,-1
D�jame poner Music ^.^,100,AGREEMENT,NONE,OBJECTIVE,NONIRONIC,0.812110602856,0.00705014215782,0.0445428676903,0.00971480179578,0.126581549644,-1
